CODIGO_FILIAL,CNPJ_LOJA,LOJA,DATA_VENDA,ano,mês,dia,CV,QUANTIDADE,VALOR_UNITARIO,VALOR_VENDA_REAL,DESCONTO_PERCENTUAL,VALOR_DESCONTO,FORNECEDOR,GRIFE,TIPO_PRODUTO,CATEGORIA
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058632-0105,1,174.97,174.97,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220704,2022,7,4,0058633-0109,1,1230.00,1230.00,0.00,0.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,E. ZEGNA                      ,OC,SOLAR
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058634-0105,1,2000.00,2000.00,6.24,133.00,RODENSTOCK BRASIL INDUSTRIA OPTICA LTDA ,PORSCHE                       ,AR,ARMAÇÃO
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058636-0103,1,465.50,465.50,5.00,24.50,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,GUESS                         ,OC,SOLAR
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058637-0108,1,164.25,164.25,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058637-0108,1,164.25,164.25,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058637-0108,1,164.25,164.25,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058637-0108,1,164.25,164.25,0.00,0.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220704,2022,7,4,0058638-0109,1,209.00,209.00,0.00,0.00,ALCON BRASIL CUIDADOS COM A SAUDE LTDA  ,DAILIES PRECISION ONE         ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220704,2022,7,4,0058640-0102,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220704,2022,7,4,0058640-0102,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220704,2022,7,4,0058640-0102,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220704,2022,7,4,0058640-0102,1,165.00,165.00,25.00,55.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE OASYS                  ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058641-0105,1,603.75,603.75,50.00,603.75,OPTOTAL HOYA LTDA                       ,,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058641-0105,1,603.75,603.75,50.00,603.75,OPTOTAL HOYA LTDA                       ,,LG,LENTES OFTALMICAS
0112,01329476001296,MITANI HIGIENOPOLIS ,20220704,2022,7,4,0058643-0112,1,170.00,170.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 2                      ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,2756.00,2756.00,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S SURF. OPTVIEW FREE FORM   ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,1225.00,1225.00,0.00,0.00,IN/NOVA GESTAO DE MARCAS OPTICAS EIRELI ,ECO                           ,AR,ARMAÇÃO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,2756.00,2756.00,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S SURF. OPTVIEW FREE FORM   ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,3091.00,3091.00,0.00,0.00,IN/NOVA GESTAO DE MARCAS OPTICAS EIRELI ,NAONED                        ,AR,ARMAÇÃO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,1531.25,1531.25,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S SURF. OPTVIEW FREE FORM   ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058644-0108,1,1531.25,1531.25,0.00,0.00,RENOVATE COMERCIO DE MATERIAIS E PRODUTO,V.S SURF. OPTVIEW FREE FORM   ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058645-0105,1,1514.00,1514.00,0.00,0.00,STEPPER BRASIL IMPORTACAO E COMERCIO LTD,STP                           ,AR,ARMAÇÃO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058645-0105,1,385.00,385.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058645-0105,1,385.00,385.00,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058648-0105,1,600.00,600.00,10.45,70.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,GUESS                         ,OC,SOLAR
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058649-0108,1,3735.35,3735.35,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE PURE    ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058649-0108,1,3735.34,3735.34,0.00,0.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,ZEISS PROG. SMARTLIFE PURE    ,LG,LENTES OFTALMICAS
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058649-0108,1,829.31,829.31,0.00,0.00,STEPPER BRASIL IMPORTACAO E COMERCIO LTD,STP                           ,AR,ARMAÇÃO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058653-0108,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0108,01329476000800,MITANI PAULISTA     ,20220704,2022,7,4,0058653-0108,1,165.00,165.00,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 1 DAY MOIST            ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220704,2022,7,4,0058656-0102,1,855.00,855.00,10.00,95.00,LUXOTTICA BRASIL PRODUTOS OTICOS E ESPOR,OAKLEY                        ,AR,ARMAÇÃO
0107,01329476000729,MITANI A FRANCO     ,20220704,2022,7,4,0058657-0107,1,240.00,240.00,0.00,0.00,ALCON BRASIL CUIDADOS COM A SAUDE LTDA  ,AIR OPTIX PLUS HYDRAGLYDE     ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058658-0102,1,240.00,240.00,0.00,0.00,ALCON BRASIL CUIDADOS COM A SAUDE LTDA  ,AIR OPTIX PLUS HYDRAGLYDE     ,LC,LENTES DE CONTATO
0102,01329476000214,MITANI IBIRAPUERA   ,20220705,2022,7,5,0058658-0102,1,240.00,240.00,0.00,0.00,ALCON BRASIL CUIDADOS COM A SAUDE LTDA  ,AIR OPTIX PLUS HYDRAGLYDE     ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058659-0105,1,1486.98,1486.98,1.00,15.02,GROWN OPTICAL LTDA                      ,ZH OFFICE SLIM - MI -         ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058659-0105,1,15.02,15.02,99.00,1486.98,GROWN OPTICAL LTDA                      ,ZH OFFICE SLIM - MI -         ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058659-0105,1,1486.98,1486.98,1.00,15.02,GROWN OPTICAL LTDA                      ,ZH OFFICE SLIM - MI -         ,LG,LENTES OFTALMICAS
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058659-0105,1,15.02,15.02,99.00,1486.98,GROWN OPTICAL LTDA                      ,ZH OFFICE SLIM - MI -         ,LG,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058660-0101,1,2335.00,2335.00,0.00,0.00,MARCOLIN DO BRASIL COMERCIO DE PRODUTOS ,TOM FORD                      ,OC,SOLAR
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058660-0101,1,76.50,76.50,0.00,0.00,OPTOTAL HOYA LTDA                       ,TRATAMENTO COLORAÃ‡ÃƒO HOYA TR,BN,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058660-0101,1,960.50,960.50,0.00,0.00,OPTOTAL HOYA LTDA                       ,MIOLIGHT TRIVEX               ,LG,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058660-0101,1,76.50,76.50,0.00,0.00,OPTOTAL HOYA LTDA                       ,TRATAMENTO COLORAÃ‡ÃƒO HOYA TR,BN,LENTES OFTALMICAS
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058660-0101,1,960.50,960.50,0.00,0.00,OPTOTAL HOYA LTDA                       ,MIOLIGHT TRIVEX               ,LG,LENTES OFTALMICAS
0110,01329476001024,MITANI AUGUSTA      ,20220705,2022,7,5,0058766-0110,1,84.00,84.00,0.00,0.00,FEMI HEARTS MODA E ACESSORIOS EIRELI    ,CARO HERRERA                  ,ME,ACESSÓRIOS
0101,01329476000133,O.STILO             ,20220704,2022,7,4,0058662-0101,1,884.00,884.00,0.00,0.00,UAU DO BRASIL LTDA                      ,INVU                          ,OC,SOLAR
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058665-0105,1,127.50,127.50,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 2                      ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058665-0105,1,127.50,127.50,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 2                      ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058665-0105,1,127.50,127.50,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 2                      ,LC,LENTES DE CONTATO
0105,01329476000567,MITANI MORUMBI      ,20220704,2022,7,4,0058665-0105,1,127.50,127.50,0.00,0.00,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E ,ACUVUE 2                      ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220706,2022,7,6,0058666-0109,1,218.00,218.00,3.11,7.00,COOPERVISION DO BRASIL LTDA             ,BIOFINITY                     ,LC,LENTES DE CONTATO
0109,01329476000990,MITANI C NORTE      ,20220706,2022,7,6,0058666-0109,1,304.50,304.50,2.40,7.50,COOPERVISION DO BRASIL LTDA             ,BIOFINITY TORIC               ,LC,LENTES DE CONTATO
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058668-0103,1,742.00,742.00,10.60,88.00,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058668-0103,1,8.30,8.30,99.00,821.70,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058668-0103,1,771.10,771.10,7.10,58.90,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058668-0103,1,8.30,8.30,99.00,821.70,CARL ZEISS VISION BRASIL INDUSTRIA OPTIC,V.S SURF. ZEISS FREEFORM      ,LG,LENTES OFTALMICAS
0103,01329476000303,MITANI JD SUL       ,20220704,2022,7,4,0058668-0103,1,1868.40,1868.40,10.00,207.60,IN/NOVA GESTAO DE MARCAS OPTICAS EIRELI ,MODO                          ,OC,SOLAR
