Ano,Nome do autor,Número da emenda,Localidade do gasto (Regionalização),Sigla UF ,Função,Subfunção,Valor empenhado,Valor liquidado,Valor pago
2021,JOSE MEDEIROS,6,MATO GROSSO,MT,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,ALE SILVA,10,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,CAPITAO FABIO ABREU,3,PIAUÍ,PI,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,LINCOLN PORTELA,8,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,GLEISI HOFFMANN,9,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,FAUSTO PINATO,11,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,PEDRO VILELA,13,ALAGOAS,AL,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,GUILHERME MUSSI,4,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BIA KICIS,10,DISTRITO FEDERAL,DF,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,FLAVIO ARNS,4,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BANCADA DO MATO GROSSO DO SUL,10,MATO GROSSO DO SUL,MS,Educação,Ensino superior,0.00,0.00,0.00
2021,FILIPE BARROS,6,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,ARTHUR OLIVEIRA MAIA,3,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,ROSE MODESTO,7,MATO GROSSO DO SUL,MS,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,IZALCI LUCAS,16,DISTRITO FEDERAL,DF,Cultura,Difusão cultural,0.00,0.00,0.00
2021,JOSE MARIO SCHREINER,1,GOIÁS,GO,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,CARLA DICKSON,16,RIO GRANDE DO NORTE,RN,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,TABATA AMARAL,3,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BANCADA DO MARANHAO,3,MARANHÃO,MA,Transporte,Transporte rodoviário,0.00,0.00,0.00
2021,MERLONG SOLANO,2,PIAUÍ,PI,Educação,Ensino superior,0.00,0.00,0.00
2021,PEDRO CUNHA LIMA,8,PARAÍBA,PB,Agricultura,Promoção da produção agropecuária,0.00,0.00,0.00
2021,MISAEL VARELLA,11,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,FERNANDO AFFONSO COLLOR DE MELLO,2,ALAGOAS,AL,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,ALEXIS FONTEYNE,4,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BOHN GASS,8,RIO GRANDE DO SUL,RS,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,DIEGO GARCIA,4,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,EDUARDO GOMES,12,TOCANTINS,TO,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,CAPITAO WAGNER,10,CEARÁ,CE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,PAULAO,13,ALAGOAS,AL,Educação,Ensino superior,0.00,0.00,0.00
2021,POMPEO DE MATTOS,3,RIO GRANDE DO SUL,RS,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,VANDER LOUBET,18,MATO GROSSO DO SUL,MS,Educação,Ensino superior,0.00,0.00,0.00
2021,WALTER ALVES,13,RIO GRANDE DO NORTE,RN,Educação,Ensino superior,0.00,0.00,0.00
2021,CELIO STUDART,4,CEARÁ,CE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,RELATOR GERAL,1493,Nacional,BR,Urbanismo,infra-estrutura urbana,0.00,0.00,0.00
2021,IGOR KANNARIO,3,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,FRANCISCO JR.,4,GOIÁS,GO,Educação,Ensino superior,0.00,0.00,0.00
2021,ELI BORGES,3,TOCANTINS,TO,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,ANTONIO ANASTASIA,3,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,JULIO DELGADO,9,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,MARIA DO CARMO ALVES,8,SERGIPE,SE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,JOSE RICARDO,5,AMAZONAS,AM,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,COMISSAO DE FINANCAS E TRIBUTACAO - CFT,7,Nacional,BR,Agricultura,Promoção da produção agropecuária,0.00,0.00,0.00
2021,RUY CARNEIRO,1,PARAÍBA,PB,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BETO PEREIRA,2,MATO GROSSO DO SUL,MS,Educação,Ensino superior,0.00,0.00,0.00
2021,MARCELO CASTRO,11,PIAUÍ,PI,Educação,Ensino superior,0.00,0.00,0.00
2021,SIDNEY LEITE,5,AMAZONAS,AM,Saúde,Atenção básica,0.00,0.00,0.00
2021,LAERCIO OLIVEIRA,2,SERGIPE,SE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,RELATOR GERAL,1493,Nacional,BR,Urbanismo,Assistência comunitária,0.00,0.00,0.00
2021,HELIO LEITE,13,PARÁ,PA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,MARILIA ARRAES,7,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,RICARDO SILVA,6,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,BACELAR,8,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2021,VANDER LOUBET,4,MATO GROSSO DO SUL,MS,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0.00,0.00,0.00
2022,RELATOR GERAL,314,Nacional,BR,Defesa nacional,Assistência comunitária,1.00,0.00,0.00
2022,TITO,2,BAHIA,BA,Urbanismo,Assistência comunitária,300.00,0.00,0.00
2022,DENIS BEZERRA,5,Nacional,BR,Defesa nacional,Empregabilidade,1718.42,1718.42,0.00
2021,ALESSANDRO VIEIRA,11,SERGIPE,SE,Saúde,Assistência hospitalar e ambulatorial,2633.00,2633.00,0.00
2022,ROSE DE FREITAS,1,Nacional,BR,Defesa nacional,Defesa naval,5700.00,0.00,0.00
2022,ELMANO FERRER,11,PIAUÍ,PI,Urbanismo,Assistência comunitária,8000.00,0.00,0.00
2022,ZE VITOR,2,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,JUNIO AMARAL,5,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,REGINALDO LOPES,11,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,DELEGADO MARCELO FREITAS,4,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,AECIO NEVES,5,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,PADRE JOAO,9,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,EROS BIONDINI,13,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,10000.00,0.00,0.00
2022,JOSEILDO RAMOS,1,BAHIA,BA,Urbanismo,Assistência comunitária,15000.00,0.00,0.00
2021,MARILIA ARRAES,10,PERNAMBUCO,PE,Educação,Ensino profissional,18283.34,17410.47,0.00
2021,JEFFERSON CAMPOS,18,SÃO PAULO,SP,Saúde,Atenção básica,19791.00,19791.00,0.00
2021,IDILVAN ALENCAR,5,CEARÁ,CE,Saúde,Atenção básica,20098.00,20098.00,0.00
2021,FERNANDA MELCHIONNA,1,RIO GRANDE DO SUL,RS,Agricultura,Extensão rural,22500.00,0.00,0.00
2022,ATILA LIRA,5,PIAUÍ,PI,Urbanismo,Assistência comunitária,24000.00,0.00,0.00
2022,WELLINGTON ROBERTO,6,PARAÍBA,PB,Segurança pública,Policiamento,28350.00,0.00,0.00
2021,ESPERIDIAO AMIN,2,SANTA CATARINA,SC,Saúde,Assistência hospitalar e ambulatorial,29139.00,29139.00,0.00
2021,PAULO TEIXEIRA,14,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,29139.00,29139.00,0.00
2022,HELIO LOPES,5,RIO DE JANEIRO,RJ,Defesa nacional,Administração geral,36350.00,0.00,0.00
2021,SANDERSON,7,RIO GRANDE DO SUL,RS,Defesa nacional,Administração geral,38940.14,32540.14,0.00
2022,HELIO LOPES,6,RIO DE JANEIRO,RJ,Defesa nacional,Atenção básica,39475.00,0.00,0.00
2022,BANCADA DE SERGIPE,7,SERGIPE,SE,Urbanismo,Assistência comunitária,40000.00,47.40,0.00
2022,HUMBERTO COSTA,25,PERNAMBUCO,PE,Urbanismo,Assistência comunitária,40000.00,0.00,0.00
2021,DANIEL COELHO,6,PERNAMBUCO,PE,Cultura,Difusão cultural,40000.00,40000.00,40000.00
2022,ROSANA VALLE,18,Nacional,BR,Defesa nacional,Administração geral,45750.00,0.00,0.00
2021,JULIO CESAR,22,Nacional,BR,Defesa nacional,Empregabilidade,47000.00,19181.77,13681.77
2021,GURGEL,2,RIO DE JANEIRO,RJ,Saúde,Assistência hospitalar e ambulatorial,49968.00,49968.00,49968.00
2021,MARCELO ARO,6,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,50000.00,50000.00,50000.00
2021,AROLDO MARTINS,9,Nacional,BR,Organização agrária,Ordenamento territorial,50000.00,0.00,0.00
2021,ELI CORREA FILHO,10,SÃO PAULO,SP,Assistência social,Assistência comunitária,50000.00,50000.00,50000.00
2021,ELI CORREA FILHO,12,SÃO PAULO,SP,Assistência social,Assistência comunitária,50000.00,50000.00,50000.00
2021,ELI CORREA FILHO,25,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,50000.00,50000.00,50000.00
2021,ELI CORREA FILHO,18,SÃO PAULO,SP,Assistência social,Assistência comunitária,50000.00,50000.00,50000.00
2021,ELI CORREA FILHO,8,SÃO PAULO,SP,Assistência social,Assistência comunitária,50000.00,50000.00,50000.00
2021,MARCELO RAMOS,11,SÃO PAULO,SP,Cultura,Difusão cultural,50000.00,0.00,0.00
2021,OLIVAL MARQUES,4,PARÁ,PA,Assistência social,Assistência comunitária,50000.00,50000.00,50000.00
2021,SORAYA THRONICKE,22,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,50000.00,0.00,0.00
2021,BACELAR,13,Nacional,BR,Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,50000.00,0.00,0.00
2021,ULDURICO JUNIOR,6,Nacional,BR,Defesa nacional,Normatização e fiscalização,50000.00,50000.00,48401.00
2021,EFRAIM FILHO,6,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,50000.00,50000.00,50000.00
2021,AROLDO MARTINS,6,Exterior,EXT,Relações exteriores,Difusão cultural,52925.80,52925.80,52925.80
2021,LUIZ PHILIPPE DE ORLEANS E BRAGANCA,11,Exterior,EXT,Relações exteriores,Difusão cultural,53463.25,53463.25,53463.25
2021,CHRIS TONIETTO,14,Exterior,EXT,Relações exteriores,Difusão cultural,54095.53,0.00,0.00
2021,ROBERTO DE LUCENA,13,SÃO PAULO,SP,Saúde,Atenção básica,56187.00,56187.00,56187.00
2022,JULIO CESAR,20,PIAUÍ,PI,Urbanismo,Assistência comunitária,57900.00,7718.60,0.00
2021,EUCLYDES PETTERSEN,4,MINAS GERAIS,MG,Assistência social,Assistência comunitária,60000.00,60000.00,60000.00
2021,VIVI REIS,17,PARÁ,PA,Educação,Ensino profissional,60000.00,0.00,0.00
2021,FLAVIA MORAIS,9,GOIÁS,GO,Assistência social,Assistência comunitária,60000.00,60000.00,60000.00
2021,LUCIANO BIVAR,9,Pernambuco,PE,Defesa nacional,Atenção básica,69675.48,60390.00,60390.00
2021,PROFESSORA ROSA NEIDE,2,Nacional,BR,Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,70000.00,0.00,0.00
2021,RAIMUNDO COSTA,5,BAHIA,BA,Assistência social,Assistência comunitária,70000.00,70000.00,70000.00
2021,GUSTINHO RIBEIRO,2,SERGIPE,SE,Saúde,Assistência hospitalar e ambulatorial,72672.00,72672.00,72672.00
2021,JOAO CAMPOS,19,GOIÁS,GO,Direitos da cidadania,"Direitos individuais, coletivos e difusos",72799.00,0.00,0.00
2021,HEITOR FREIRE,12,Nacional,BR,Defesa nacional,Defesa terrestre,74375.51,0.00,0.00
2021,FREI ANASTACIO RIBEIRO,14,PARAÍBA,PB,Assistência social,Assistência comunitária,75000.00,75000.00,75000.00
2021,JULIO CESAR,3,PIAUÍ,PI,Encargos especiais,Outras transferências,75000.00,75000.00,75000.00
2021,TIAGO MITRAUD,21,Nacional,BR,Saúde,Vigilância epidemiológica ,79509.00,0.00,0.00
2021,ROBERTO DE LUCENA,12,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",79871.00,0.00,0.00
2021,JOSE GUIMARAES,14,Nacional,BR,Defesa nacional,Administração geral,79998.59,79304.57,79304.57
2021,SIDNEY LEITE,6,AMAZONAS,AM,Assistência social,Alimentação e nutrição,80000.00,0.00,0.00
2021,AROLDO MARTINS,2,Exterior,EXT,Relações exteriores,Difusão cultural,83418.65,83418.65,83418.65
2021,LUIZA ERUNDINA,3,SÃO PAULO,SP,Saúde,Administração geral,84628.00,84628.00,84628.00
2021,GENERAL GIRAO,14,RIO GRANDE DO NORTE,RN,Gestão ambiental,Controle ambiental,89104.68,0.00,0.00
2021,HELIO LOPES,14,Nacional,BR,Defesa nacional,Atenção básica,91117.93,30566.34,0.00
2021,VICENTINHO,3,SÃO PAULO,SP,Saúde,Atenção básica,93000.00,0.00,0.00
2021,LEONARDO MONTEIRO,20,MINAS GERAIS,MG,Saúde,Atenção básica,93000.00,0.00,0.00
2021,MAGDA MOFATTO,5,GOIÁS,GO,Saúde,Atenção básica,93000.00,0.00,0.00
2021,REGINALDO LOPES,7,MINAS GERAIS,MG,Educação,Ensino profissional,93956.70,0.00,0.00
2021,JOSE RICARDO,20,AMAZONAS,AM,Saúde,Assistência hospitalar e ambulatorial,94134.00,94134.00,94134.00
2021,CELIO MOURA,6,TOCANTINS,TO,Educação,Ensino profissional,96626.30,76386.89,30774.30
2021,GORETE PEREIRA,15,CEARÁ,CE,Educação,Ensino superior,97049.78,90751.10,45244.40
2021,DAMIAO FELICIANO,12,PARAÍBA,PB,Educação,Assistência hospitalar e ambulatorial,97788.65,20854.00,20854.00
2021,WELLINGTON ROBERTO,14,Nacional,BR,Segurança pública,Policiamento,98227.00,0.00,0.00
2021,CHRISTINO AUREO,2,RIO DE JANEIRO,RJ,Assistência social,Assistência comunitária,98400.00,0.00,0.00
2021,EDUARDO BISMARCK,1,CEARÁ,CE,Saúde,Atenção básica,98496.00,0.00,0.00
2021,MAJOR VITOR HUGO,17,Nacional,BR,Defesa nacional,Desporto comunitário,98700.37,70300.37,70300.37
2021,LUCAS VERGILIO,3,GOIÁS,GO,Saúde,Assistência hospitalar e ambulatorial,98714.00,0.00,0.00
2021,ZE SILVA,11,MINAS GERAIS,MG,Educação,Educação básica,98746.65,0.00,0.00
2021,LAURIETE,18,ESPÍRITO SANTO,ES,Direitos da cidadania,"Direitos individuais, coletivos e difusos",98814.00,8014.00,8014.00
2021,ZE VITOR,11,Exterior,EXT,Relações exteriores,Promoção comercial ,98892.43,98892.43,98892.43
2021,GORETE PEREIRA,8,CEARÁ,CE,Cultura,"Patrimônio histórico, artístico e arqueológico",99000.00,0.00,0.00
2021,REGINALDO LOPES,10,MINAS GERAIS,MG,Educação,Ensino superior,99147.75,99147.75,0.00
2021,MOSES RODRIGUES,5,CEARÁ,CE,Defesa nacional,Administração geral,99156.97,77676.69,49076.69
2021,RAUL HENRY,12,PERNAMBUCO,PE,Educação,Ensino superior,99175.00,0.00,0.00
2021,EDUARDO GIRAO,9,CEARÁ,CE,Defesa nacional,Desporto comunitário,99337.08,4445.21,0.00
2021,CHICO DANGELO,21,RIO DE JANEIRO,RJ,Saúde,Atenção básica,99438.00,99438.00,99438.00
2021,DAMIAO FELICIANO,11,PARAÍBA,PB,Educação,Ensino superior,99455.21,39580.38,0.00
2021,MAJOR VITOR HUGO,7,GOIÁS,GO,Educação,Ensino profissional,99532.57,70182.57,70182.57
2021,GUILHERME MUSSI,10,SÃO PAULO,SP,Saúde,Atenção básica,99576.00,0.00,0.00
2021,RAUL HENRY,4,Nacional,BR,Defesa nacional,Desporto comunitário,99620.40,87037.40,70463.70
2021,PATRUS ANANIAS,11,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",99625.00,0.00,0.00
2021,DELEGADO EDER MAURO,8,PARÁ,PA,Defesa nacional,Administração geral,99655.51,99655.51,95031.39
2021,MARCELO ARO,3,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,99719.00,0.00,0.00
